id,title,content,brief,target,type
56020,元旦魔之塔,"    元旦佳节仙山讨伐，领兵出征必有惊喜连连！","    活动期间每日特殊跑环任务，从仙山1层直至仙山15层，只要完成任务都可获奖。",仙山福地9层,6
56021,元旦魔之塔,"    元旦佳节仙山讨伐，领兵出征必有惊喜连连！","    活动期间每日特殊跑环任务，从仙山1层直至仙山15层，只要完成任务都可获奖。",仙山福地10层,6
56022,元旦魔之塔,"    元旦佳节仙山讨伐，领兵出征必有惊喜连连！","    活动期间每日特殊跑环任务，从仙山1层直至仙山15层，只要完成任务都可获奖。",仙山福地11层,6
56023,元旦魔之塔,"    元旦佳节仙山讨伐，领兵出征必有惊喜连连！","    活动期间每日特殊跑环任务，从仙山1层直至仙山15层，只要完成任务都可获奖。",仙山福地12层,6
90032,修炼瓶颈,"    自举兵之日算起，已过三年有余，当初投奔而来的散仙们实力均已让人不可小视，但不知为何最近半年其一直意志消沉，实力并无提升，细问之下原来道法修炼每个阶层接近巅峰之时，均会有一个修炼瓶颈，突破此瓶颈才有可能更进一步。或许修仙院里的那些老道会有什么好办法也说不定。
","    越高级的修仙院越有可能窥探高级的仙法道术，把修仙院升到20级或者能获得一些天机。
",修仙院20级,2
90033,渐入佳境,"    二十级的修仙院让那帮只知道修仙问道的道士欣喜若狂，不过这却不是我最关心的。从修仙院的道长口中我了解到，寻常散仙欲求更高仙道需得外力相助，让他们站在更高的起点去体会道法的深奥，或可助他们得道。
","    把领兵术修炼到20级，让散仙们能够带领更多的士兵，或许对他们修仙练道有些帮助。
",领兵术20级,2
90035,偶获指点,"    一日，内侍来报，昨日深夜名仙童子于屋内大喝一声，便再无声息，恐其中有变，却又怕主公怪罪，故一早便前来禀报。匆忙赶往童子所住之处推门而入，只见后窗大开，屋内并无怪异之处，桌上遗一便笺上书：我助主公争霸天下已三年有余，中间修道之心从未敢忘，近日心中莫名生起迷茫之念，现去寻找师尊解惑，还请主公征兵扩军，待我回来当有大用，主公之恩德，我日后必粉身以为报。
","   征召千名战车兵于兵营待童子回来之用。
",征兵千骑,2
90034,道法迷茫,"    南征北战三年有余，怀念曾经名仙来投之时的兴奋，感觉天下尽在我手，一直以来拿他当自己兄弟相待，眼见最近他因为修炼问题而愁眉不展、面露迷茫之色，急在心里却又无计可施，只能赏赐其黄金珠宝，宽慰其心。
","    赏赐麾下众仙五万黄金及五色璧两个。",赏赐麾下,2
90036,仙诀指路,"    不出三日，童子即驾云而归，径往内屋而去。看其面色凝重，还是不要打扰他好了。不过募兵处将军来报，城内百姓知主公征兵，感主公之恩德，自发组建军队一支报效主公，以助主公成就大业。
","    上缴道具【童子便笺】。
",童子便笺,2
90037,"万法归宗 ","    隔日，童子觐见。原来其师尊说，仙山福地乃是集天下仙灵之气之所，由盘古开天辟地起，灵气即开始运转，生生不息，仙灵之气凝结成仙灵珠，无甚大用其中却蕴含着灵气运转之道，其运转方式与人体中的气机的运作方式有相通之处，对你修为或有帮助，然仙山福地都有名塞外名仙于内修行炼器，入内寻物不得不小心谨慎。
","    于仙山福地寻得【仙灵珠】一枚，以助参透大道，寻得突破。
",仙灵珠,2
90038,飞升成圣,"    获得领悟之书后，童子便把自己整日关在房里参悟。终一日，天降五色华光透其屋而过，我知道他终于得道了。","    上缴【领悟之书】以取得高级飞升令。",领悟之书,2
99004,征收领地,"    作为领主，自然要有领主的威仪，领地之中反对之声严重，自然不能姑息，当对领地征收资源，一来补偿军力消耗，二来也让对方更加无力反抗。
","    对奴役了的诸侯领地事实征收指令。
",征收,8
99005,领主捐献,"    作为其他诸侯的领主，在军事实力提升的同时，尚要考虑麾下仙人的实力，装备封赏了不少，却都是一些低级装备，是时候大肆购买能够提升装备等级的物品以提升整体实力了。
","    用大量资源兑换装备升级道具。
",领主捐献,8
99015,领主捐献,"    作为其他诸侯的领主，在军事实力提升的同时，尚要考虑麾下仙人的实力，装备封赏了不少，却都是一些低级装备，是时候大肆购买能够提升装备等级的物品以提升整体实力了。
","    用大量资源兑换装备升级道具。
",领主捐献,8
99014,领主捐献,"    作为其他诸侯的领主，在军事实力提升的同时，尚要考虑麾下仙人的实力，装备封赏了不少，却都是一些低级装备，是时候大肆购买能够提升装备等级的物品以提升整体实力了。
","    用大量资源兑换装备升级道具。
",领主捐献,8
99013,领主捐献,"    作为其他诸侯的领主，在军事实力提升的同时，尚要考虑麾下仙人的实力，装备封赏了不少，却都是一些低级装备，是时候大肆购买能够提升装备等级的物品以提升整体实力了。
","    用大量资源兑换装备升级道具。
",领主捐献,8
99012,领主捐献,"    作为其他诸侯的领主，在军事实力提升的同时，尚要考虑麾下仙人的实力，装备封赏了不少，却都是一些低级装备，是时候大肆购买能够提升装备等级的物品以提升整体实力了。
","    用大量资源兑换装备升级道具。
",领主捐献,8
99011,领主捐献,"    作为其他诸侯的领主，在军事实力提升的同时，尚要考虑麾下仙人的实力，装备封赏了不少，却都是一些低级装备，是时候大肆购买能够提升装备等级的物品以提升整体实力了。
","    用大量资源兑换装备升级道具。
",领主捐献,8
99010,领主捐献,"    作为其他诸侯的领主，在军事实力提升的同时，尚要考虑麾下仙人的实力，装备封赏了不少，却都是一些低级装备，是时候大肆购买能够提升装备等级的物品以提升整体实力了。
","    用大量资源兑换装备升级道具。
",领主捐献,8
99009,领主捐献,"    作为其他诸侯的领主，在军事实力提升的同时，尚要考虑麾下仙人的实力，装备封赏了不少，却都是一些低级装备，是时候大肆购买能够提升装备等级的物品以提升整体实力了。
","    用大量资源兑换装备升级道具。
",领主捐献,8
99007,领主捐献,"    作为其他诸侯的领主，在军事实力提升的同时，尚要考虑麾下仙人的实力，装备封赏了不少，却都是一些低级装备，是时候大肆购买能够提升装备等级的物品以提升整体实力了。
","    用大量资源兑换装备升级道具。
",领主捐献,8
99008,领主捐献,"    作为其他诸侯的领主，在军事实力提升的同时，尚要考虑麾下仙人的实力，装备封赏了不少，却都是一些低级装备，是时候大肆购买能够提升装备等级的物品以提升整体实力了。
","    用大量资源兑换装备升级道具。
",领主捐献,8
99006,领主捐献,"    作为其他诸侯的领主，在军事实力提升的同时，尚要考虑麾下仙人的实力，装备封赏了不少，却都是一些低级装备，是时候大肆购买能够提升装备等级的物品以提升整体实力了。
","    用大量资源兑换装备升级道具。
",领主捐献,8
99017,自由无价,"    自从城池被攻陷后，整个城市的居民都心怀愤恨，对于敌人的掠夺自然不能忍让，当奋发图强，扩充军力以图尽快解除奴役状态。
","    捐献各种资源，以换取兵令奖励。
",兵令,8
59135,时空祭坛,"    封神时代有一种神秘的祭祀仪式，可召唤名仙相助。然而祭祀仪式所需要的时空祭坛建设方法却极其复杂且工程浩大。","    捐献资源举行神秘的祭祀仪式。",三山五岳,2
99016,领主捐献,"    作为其他诸侯的领主，在军事实力提升的同时，尚要考虑麾下仙人的实力，装备封赏了不少，却都是一些低级装备，是时候大肆购买能够提升装备等级的物品以提升整体实力了。
","    用大量资源兑换装备升级道具。
",领主捐献,8
90039,新手宝藏,"    5000元宝重金打造完美新手，层层推进，助勇者征战封神。拥有新手卡，天下任我行！","    开启过新手卡的玩家，只要达到宝箱指定官职，即可获得神秘钥匙一把，打开宝箱，获得宝藏！",遂师钥匙,0
90040,新手宝藏,"    5000元宝重金打造完美新手，层层推进，助勇者征战封神。拥有新手卡，天下任我行！","    开启过新手卡的玩家，只要达到宝箱指定官职，即可获得神秘钥匙一把，打开宝箱，获得宝藏！",遂大夫钥匙,0
90041,新手宝藏,"    5000元宝重金打造完美新手，层层推进，助勇者征战封神。拥有新手卡，天下任我行！","    开启过新手卡的玩家，只要达到宝箱指定官职，即可获得神秘钥匙一把，打开宝箱，获得宝藏！",下大夫钥匙,0
90042,新手宝藏,"    5000元宝重金打造完美新手，层层推进，助勇者征战封神。拥有新手卡，天下任我行！","    开启过新手卡的玩家，只要达到宝箱指定官职，即可获得神秘钥匙一把，打开宝箱，获得宝藏！",中大夫钥匙,0
90043,新手宝藏,"    5000元宝重金打造完美新手，层层推进，助勇者征战封神。拥有新手卡，天下任我行！","    开启过新手卡的玩家，只要达到宝箱指定官职，即可获得神秘钥匙一把，打开宝箱，获得宝藏！",上大夫钥匙,0
90044,新手宝藏,"    5000元宝重金打造完美新手，层层推进，助勇者征战封神。拥有新手卡，天下任我行！","    开启过新手卡的玩家，只要达到宝箱指定官职，即可获得神秘钥匙一把，打开宝箱，获得宝藏！",司寇钥匙,0
90045,新手宝藏,"    5000元宝重金打造完美新手，层层推进，助勇者征战封神。拥有新手卡，天下任我行！","    开启过新手卡的玩家，只要达到宝箱指定官职，即可获得神秘钥匙一把，打开宝箱，获得宝藏！",司士钥匙,0
90046,新手宝藏,"    5000元宝重金打造完美新手，层层推进，助勇者征战封神。拥有新手卡，天下任我行！","    开启过新手卡的玩家，只要达到宝箱指定官职，即可获得神秘钥匙一把，打开宝箱，获得宝藏！",司空钥匙,0
59137,拜师度厄,"    李靖一心修行，于一日偶然得到了度厄帖，得知度厄道人正在广收门徒。李靖持帖欲拜度厄为师，度厄却出了一道难题。","    获得【补天石】以完成拜师。珠宝盒、高级珠宝盒一定几率开出此宝物。",补天石,2
59136,按图索骥,"    耗费大量财力物力召唤而来的居然不是名仙，而是一卷泛黄的画卷。实在令人失望。然而这则画卷之上的图案、文字无人可解，也许只有哪位闲居的仙人才能解读。","    去仙山福地三层挑战名仙以获得【名仙志】",李靖呼来,2
59138,峥嵘初显,"    李靖于度厄处修行已有数十年。度厄欲考查其修为，派遣李靖下山，完成任务。","    掠夺6级野地、7级野地、8级野地获得【实力的证明】。",实力的证明,2
59139,天王宝塔,"    李靖云游天下多年。忽遇一邪教魔头，实力强横，李靖铩羽而归。途中巧遇燃灯真人，李靖苦苦哀求燃灯大师施以援手。燃灯大师拥有一座镇妖宝塔，然而却欠缺一颗玲珑心。","   掠夺5级野地或者挑战胜利仙山6层以获得道具【玲珑心】当然也可于商城购得",玲珑心,2
56024,重阳糕,"    九九重阳乃封神大陆传统节庆，华夏儿女历来传承重阳节享用重阳糕的习俗。重阳节期间，天庭御厨游历民间，将美味送入千家万户。","    只需提供少量素材及报酬，天庭御厨即可为您烹饪美味的九九重阳糕。",重阳糕,6
56025,天赐矿藏,"    封神大地陆续出现丰富铜矿宝藏，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、铜矿场等级相应的铜矿资源。",矿藏,6
56026,天赐矿藏,"    封神大地陆续出现丰富铜矿宝藏，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、铜矿场等级相应的铜矿资源。",矿藏,6
56027,天赐矿藏,"    封神大地陆续出现丰富铜矿宝藏，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、铜矿场等级相应的铜矿资源。",矿藏,6
56028,天赐矿藏,"    封神大地陆续出现丰富铜矿宝藏，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、铜矿场等级相应的铜矿资源。",矿藏,6
56029,天赐矿藏,"    封神大地陆续出现丰富铜矿宝藏，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、铜矿场等级相应的铜矿资源。",矿藏,6
56030,天赐矿藏,"    封神大地陆续出现丰富铜矿宝藏，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、铜矿场等级相应的铜矿资源。",矿藏,6
56031,天赐矿藏,"    封神大地陆续出现丰富铜矿宝藏，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、铜矿场等级相应的铜矿资源。",矿藏,6
56032,天赐矿藏,"    封神大地陆续出现丰富铜矿宝藏，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、铜矿场等级相应的铜矿资源。",矿藏,6
80001,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80101,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80201,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80002,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80003,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80004,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80005,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80006,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80102,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80103,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80104,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80105,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80106,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80202,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80203,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80204,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80205,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
80206,东瀛来袭,"    东瀛魔物八歧大蛇、嗜月天狗、九尾妖狐，大举入侵中原。众多各族士兵被妖物附身，挑起人间腥风血雨。只有将妖物除去才能保人间太平。","    击杀由魔物附身的野地、仙山士兵将有可能获得各种妖兽器官。天狗利爪、九尾魂魄、八岐毒牙可分别在5级、7级、9级以上野地以一定几率获得。各仙山福地有一定概率掉落任务物品。",东瀛来袭,6
90047,加速宝箱,"    官职达到下大夫即可领取活动赠送的加速宝箱一个。","    官职达到下大夫即可领取活动赠送的加速宝箱一个。",下大夫宝箱,0
90048,加速宝箱,"    官职达到上大夫即可领取活动赠送的加速宝箱一个。","    官职达到上大夫即可领取活动赠送的加速宝箱一个。",上大夫宝箱,0
90049,加速宝箱,"    官职达到司士即可领取活动赠送的加速宝箱一个。","    官职达到司士即可领取活动赠送的加速宝箱一个。",司士宝箱,0
90050,加速宝箱,"    官职达到司徒即可领取活动赠送的加速宝箱一个。","    官职达到司徒即可领取活动赠送的加速宝箱一个。",司徒宝箱,0
20020,粮秣充足,"    粮食是重要的民生物资。劳工的伙食、士兵的军饷都离不开粮食。农田等级提高可以增加粮食产量，为了更快的发展城镇，您需要建造足够的农田。","    新建并升级【农田】使粮食产量达到15000每小时。",产量15000,1
20030,林木繁茂,"    修建建筑、制作兵器需要消耗大量的木材。特别是在前期生产中，需要消耗大量的木材，建造足够多的伐木场可以保证前期生产不受影响。","    新建并升级【林场】使木材产量达到15000每小时。",产量15000,1
20040,坚石良才,"    石料主要用来建造建筑、修建城墙。建造石料场，向城池提供足够的石料供应。","    新建并升级【石料场】使石料产量达到15000每小时。",产量15000,1
20050,军备无忧,"    生产建筑都需要使用铜矿，士兵的武器、护甲也需要消耗大量的铜矿。建造铜矿场以获得建设、兵器使用的铜矿。","    新建并升级【铜矿场】使铜产量达到15000每小时。",产量15000,1
50129,卓页资源,"    在活动期间只需每日上线，便可领取各种资源及礼券。","    在活动期间只需每日上线，便可领取各种资源及礼券。",卓页网任务,7
59140,美女碧霄,"    三仙岛乃封神传奇三姐妹——云霄、琼霄、碧霄的修炼之地。云霄、琼霄云游在外，碧霄仙子却为东瀛魔兽袭击，惨遭封印。仙子性命危在旦夕，需法力高强之勇士挺身相救。","    消灭一定数量的东瀛魔兽即可搭救美女碧霄。",碧霄,2
59141,侠女琼宵,"    琼宵仙子以性情果敢闻名封神大地。为验证其不凡实力，常来往于各仙山福地与人比斗，争夺神兵利器。","    要想见到琼霄仙子，估计得投其所好，准备些神兵利器。",琼宵,2
59142,琼霄拜服,"    得到琼霄手谕后，得以面见琼霄仙子，并当面提出欲得其助一臂之力。琼宵仙子提出如欲其出山相助，需以仙灵玉珠为信物。","    仙灵玉珠可于仙山福地中掉落，也可在商城中购买。",琼宵耳环,2
56033,天赐米粮,"    封神大地陆续出现丰富粮食，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、农田等级相应的粮食资源。",粮食,6
59143,神女云霄,"    云霄仙子乃三仙岛女仙之首，据传闻法力通神，更有宝物金蛟剪、混元金斗相助。然而，云霄仙子神龙见首不见尾，至今在何方云游，无人知晓。","    欲见云霄，需由碧霄、琼霄二人的信物，并虔诚设祭台供奉。",云霄,2
59144,仙子所托,"    云霄仙子显圣，告知其正激斗上古神魔，需大量具备天地元气之异宝相助施展无上玄功。","    天帝宝珠可通过掠夺野地获得，也可于商城购买；仙灵玉珠、紫霞翡翠可通过攻打仙山福地获得，也可于商城购买。",琼宵化身,2
59145,混元金斗,"   云霄仙子欲取回同上古神魔交战时遗落的混元金斗。奈何那一战上古神魔虽元气大伤，却仍死死地将混元金斗封印在炼狱深处。","    攻打10~12层仙山福地有几率掉落破封符，也可于商城购买。",混元金斗（有错）,2
56034,天赐米粮,"    封神大地陆续出现丰富粮食，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、农田等级相应的粮食资源。",粮食,6
56035,天赐米粮,"    封神大地陆续出现丰富粮食，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、农田等级相应的粮食资源。",粮食,6
56036,天赐米粮,"    封神大地陆续出现丰富粮食，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、农田等级相应的粮食资源。",粮食,6
56037,天赐米粮,"    封神大地陆续出现丰富铜矿宝藏，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、农田等级相应的粮食资源。",粮食,6
56038,天赐米粮,"    封神大地陆续出现丰富粮食，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、农田等级相应的粮食资源。",粮食,6
56039,天赐米粮,"    封神大地陆续出现丰富粮食，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、农田等级相应的粮食资源。",粮食,6
56040,天赐米粮,"    封神大地陆续出现丰富粮食，天庭欲将之分拨各路诸侯共同使用。","    只需每日上线，便可领取与自身官职、农田等级相应的粮食资源。",粮食,6
56041,玫瑰传情,"    天庭将征收人间的天庭玫瑰，为天下有情人祈福，共享快乐人生。","    一定数量的天庭玫瑰可兑换获得相应奖励",玫瑰1,6
56042,玫瑰仙缘,"    天庭将征收人间的天庭玫瑰，为天下有情人祈福，共享快乐人生。","    一定数量的天庭玫瑰可兑换获得相应奖励",玫瑰5,6
56043,玫瑰奇石,"    天庭将征收人间的天庭玫瑰，为天下有情人祈福，共享快乐人生。","    一定数量的天庭玫瑰可兑换获得相应奖励",玫瑰10,6
56044,玫瑰归元,"    天庭将征收人间的天庭玫瑰，为天下有情人祈福，共享快乐人生。","    一定数量的天庭玫瑰可兑换获得相应奖励",玫瑰15,6
56045,三圣奇葩,"    天庭将征收人间的天庭玫瑰，为天下有情人祈福，共享快乐人生。","    一定数量的天庭玫瑰可兑换获得相应奖励",玫瑰50,6
56046,天庭玄冥,"    天庭将征收人间的天庭玫瑰，为天下有情人祈福，共享快乐人生。","    一定数量的天庭玫瑰可兑换获得相应奖励",玫瑰1000,6
56047,感恩馈赠,"    感恩节节日期间可使用10个火鸡和5个感恩节火鸡兑换感恩盛典箱以及100礼券。","   感恩节节日任务可使用10个火鸡和5个感恩节火鸡兑换感恩盛典箱以及100礼券。",火鸡,6
56050,兑换妖车,"    可用1个仙兵令兑换2000妖族战车兵。","   可用仙兵令兑换妖族战车兵。",仙兵令,6
56049,兑换仙车,"    可用1个仙兵令兑换2000仙族战车兵。","   可用仙兵令兑换仙族战车兵。",仙兵令,6
56048,兑换仙弓,"    可用1个仙兵令兑换2000仙族弓箭兵。","   可用仙兵令兑换仙族弓箭兵。",仙兵令,6
99000,莲花神将,"    哪吒于周营效力，凭借莲花化身，挡者披靡。忽闻一代神器“风火轮”即将出世。哪吒之师太乙真人前来告知，此轮需以“仙灵玉珠”、“紫霞翡翠”为引，方可收伏。
　　风火轮法宝效果：战斗中使用可使对方当前神仙无法替换下场，直到其兵力为0。","    仙灵玉珠、紫霞翡翠乃稀有之物。有机缘者，可于仙山福地深处觅得，也可于商城中购买。",仙灵玉珠、紫霞翡翠,2
80301,拓兵伐夷,"    朝廷征兵讨伐蛮夷之地，泱泱华夏，兵员充足，兵甲却远不足以装备所有兵将，故张榜于天下诸侯收集平凡兵甲以装备普通士兵。","    任务开启期间，玩家可以用一个【青铜装备箱】兑换一个【平凡装备箱】。",青铜装备箱,6
80401,募贤领兵,"    朝廷征兵讨伐蛮夷之地，泱泱华夏，将领云集兵员充足，奈何高级兵甲却远不足以装备所有将领，故张榜于天下诸侯收集将校兵甲。","    任务开启期间，玩家可以用一个【陨铁装备箱】兑换一个【初级天庭箱】。",陨铁装备箱,6
80501,伏羲内卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲内卦即可获得【机关宝盒】,机关宝盒,6
80601,伏羲外卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲外卦即可获得【机关图纸】,机关图解,6
80701,伏羲八卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。天帝下令凡集全伏羲先天八卦者均可获得天庭法宝一件。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲残卦即可获得【天庭御盒】。,天庭御盒,6
80801,文王乾卦,"    天庭因保管不慎，致天界至宝伏羲八卦广散于人间，被文王偶获，推演出文王卦相。文王欲立威于天下，集天地至宝造宝箱符文若干，赏赐与破解卦相之人。","    掠夺城外野地有一定几率获得文王乾卦，破解卦相即可获文王赏赐【文王乾箱】。",乾卦,6
